Ticker,Date,Name,Sector,Industry,Country,Website,Market Cap,Enterprise Value,Float Shares,Shares Outstanding,P/E (trailing),P/E (forward),P/S,P/B,EV/EBITDA,EV/Revenue,Gross Margin (%),EBITDA Margin (%),Operating Margin (%),Profit Margin (%),ROE,ROA,Revenue (TTM),Revenue Growth (%),EPS (trailing),EPS (forward),Earnings Growth (%),Earnings Quarterly Growth (%),Total Cash,Total Debt,Debt to Equity,Current Ratio,Quick Ratio,Book Value,Free Cash Flow,Operating Cash Flow,Dividend Yield (%),Dividend Rate (%),5Y Avg Dividend Yield (%),Payout Ratio (%),Price,Target Price,Target High,Target Low,Analyst Rating,Analyst Rating Value,Beta,52W High,52W Low,50 Day Avg,200 Day Avg,Short Ratio,Short % of Float
HWM,2025-06-11,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,United States,https://www.howmet.com,68874854400.0,71069523968.0,399496035.0,403673984.0,57.26,53.82,9.12,14.55,35.39,9.42,0.3194,0.266,0.2492,0.1664,0.28,0.1,7548000256.0,0.065,2.98,3.17,0.424,0.416,536000000.0,3483000064.0,72.68,2.3,0.93,11.72,790124992.0,1374000000.0,0.0023,0.004,0.0,0.1013,170.62,169.32,200.0,140.0,buy,1.6,1.43,177.25,76.83,147.83,122.44,4.35,0.04
IBM,2025-06-11,International Business Machines Corporation,Technology,Information Technology Services,United States,https://www.ibm.com,260324098048.0,306178523136.0,927379784.0,929396992.0,47.15,26.4,4.14,9.68,21.95,4.87,0.5704,0.222,0.124,0.0871,0.22,0.04,62832001024.0,0.005,5.94,10.61,-0.349,-0.343,17464999936.0,66835001344.0,247.98,1.01,0.85,28.92,10564249600.0,13646999552.0,0.0247,0.0672,0.0446,1.1419,280.1,253.27,300.0,170.0,buy,2.41,0.65,280.24,167.23,250.06,234.16,5.22,0.02
ICE,2025-06-11,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,https://www.ice.com,101374058496.0,120595619840.0,569008580.0,573625984.0,36.74,26.22,10.71,3.63,20.79,12.74,1.0,0.613,0.5067,0.2942,0.1,0.02,9461999616.0,0.08,4.81,6.74,0.038,0.039,783000000.0,20621000704.0,73.53,1.0,0.03,48.74,2783000064.0,4566000128.0,0.0109,0.0192,0.0123,0.3789,176.72,192.69,239.0,158.0,buy,1.89,1.13,180.89,133.97,169.69,163.07,2.22,0.01
IDXX,2025-06-11,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,United States,https://www.idexx.com,42335698944.0,43191689216.0,79554165.0,80421904.0,47.9,44.02,10.77,29.35,32.2,10.98,0.6128,0.3412,0.317,0.2276,0.59,0.23,3931835904.0,0.036,10.99,11.96,0.053,0.03,163970000.0,1059358976.0,73.16,1.16,0.68,17.93,761150144.0,968377984.0,0.0,0.0,0.0,0.0,526.42,501.66,577.0,385.0,buy,2.38,1.55,530.73,356.14,464.4,451.32,3.46,0.04
IEX,2025-06-11,IDEX Corporation,Industrials,Specialty Industrial Machinery,United States,https://www.idexcorp.com,14019566592.0,15291449344.0,75341391.0,75544600.0,29.27,21.78,4.27,3.6,17.28,4.66,0.4459,0.2695,0.1965,0.146,0.13,0.07,3282599936.0,0.017,6.34,8.52,-0.213,-0.213,594099968.0,1966400000.0,50.34,2.79,1.84,51.61,479100000.0,617200000.0,0.0155,0.028399999999999998,0.0114,0.4381,185.58,208.96,225.0,180.0,buy,2.0,1.06,238.22,153.36,177.49,200.8,2.46,0.02
IFF,2025-06-11,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,United States,https://www.iff.com,20156252160.0,29625847808.0,255227606.0,255790000.0,,17.09,1.76,1.53,16.8,2.59,0.3618,0.1543,0.0943,-0.0731,-0.06,0.02,11427999744.0,-0.019,-3.31,4.61,,,613000000.0,9911000064.0,75.01,1.87,0.54,51.53,-1259374976.0,1098000000.0,0.0205,0.016,0.028,1.6842,78.8,92.24,117.12,72.0,buy,1.86,1.08,106.77,65.85,75.65,87.26,2.99,0.03
INCY,2025-06-11,Incyte Corporation,Healthcare,Biotechnology,United States,https://www.incyte.com,13554739200.0,11197905920.0,161046314.0,193570000.0,350.12,11.4,3.07,3.7,36.92,2.54,0.3705,0.0687,0.2065,0.0048,0.0,0.02,4413225984.0,0.195,0.2,6.14,0.067,-0.067,2408657920.0,43119000.0,1.18,2.04,1.88,18.93,618045760.0,382592992.0,0.0,0.0,0.0,0.0,70.03,73.88,96.0,52.0,buy,2.42,0.68,83.95,53.56,61.9,67.61,4.57,0.06
INTC,2025-06-11,Intel Corporation,Technology,Semiconductors,United States,https://www.intel.com,91405705216.0,132072964096.0,4354235640.0,4361999872.0,,21.6,1.73,0.92,16.27,2.49,0.3312,0.153,-0.0024,-0.3619,-0.18,-0.01,53043998720.0,-0.004,-4.83,0.97,,,21048000512.0,50150998016.0,47.13,1.31,0.75,22.87,-7000750080.0,10323999744.0,0.0,0.0,0.0279,2.0833,20.96,21.29,28.3,14.0,hold,3.04,1.11,37.16,17.67,20.56,21.62,1.55,0.02
INTU,2025-06-11,Intuit Inc.,Technology,Software - Application,United States,https://www.intuit.com,213179662336.0,,272213219.0,278947008.0,62.69,34.38,11.72,10.6,,,0.8026,0.2932,0.157,0.1907,0.18,0.09,18183999488.0,0.41,12.19,22.23,-0.185,-0.146,,,,1.45,0.72,72.11,5197749760.0,6242999808.0,0.0054,0.0416,0.0059,0.3282,764.23,788.22,875.0,560.0,buy,1.68,1.28,773.45,532.65,652.44,630.19,2.09,0.01
INVH,2025-06-11,Invitation Homes Inc.,Real Estate,REIT - Residential,United States,https://www.invitationhomes.com,20555243520.0,28659646464.0,559138525.0,612948992.0,42.45,45.32,7.85,2.11,19.9,10.94,0.5856,0.5498,0.2761,0.1823,0.05,0.02,2618856960.0,0.044,0.79,0.74,0.174,0.164,119852000.0,8135558144.0,83.4,2.41,0.72,15.86,977758976.0,1116736000.0,0.035,0.0116,0.0254,1.4615,33.53,37.84,43.0,34.0,buy,2.25,0.82,37.8,29.37,33.64,33.49,2.76,0.02
IP,2025-06-11,International Paper Company,Consumer Cyclical,Packaging & Containers,United States,https://www.internationalpaper.com,25244274688.0,34310670336.0,525520682.0,527902016.0,41.22,15.94,1.27,1.4,17.51,1.72,0.2904,0.0984,-0.0064,0.0199,0.03,0.02,19900999680.0,0.278,1.16,3.0,,,1156000000.0,10328000512.0,57.09,1.33,0.87,34.28,485624992.0,995000000.0,0.0385,0.018500000000000003,0.0448,1.5812,47.82,54.32,65.0,39.9,buy,2.21,0.99,60.36,41.5,47.6,51.74,7.97,0.1
IPG,2025-06-11,"The Interpublic Group of Companies, Inc.",Communication Services,Advertising Agencies,United States,https://www.interpublic.com,8855153664.0,11234793472.0,367690073.0,369735008.0,17.74,8.71,0.98,2.47,6.75,1.25,0.2255,0.185,0.0796,0.0548,0.14,0.05,9000999936.0,-0.085,1.35,2.75,,,1868999936.0,4205799936.0,113.87,1.07,0.98,9.68,1069362496.0,1175600000.0,0.0572,0.0132,0.0395,1.0076,23.95,34.27,39.0,27.0,none,,1.05,33.05,22.51,24.51,28.03,4.73,0.1
IQV,2025-06-11,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,United States,https://www.iqvia.com,27610800128.0,40310210560.0,164478020.0,173000000.0,20.97,13.22,1.78,4.65,13.78,2.6,0.3472,0.1888,0.1371,0.0861,0.22,0.05,15496999936.0,0.025,7.61,12.07,-0.103,-0.135,1876000000.0,14538000384.0,242.91,0.82,0.72,34.33,2157750016.0,2761999872.0,0.0,0.0,0.0,0.0,159.6,190.13,268.0,160.0,buy,1.7,1.29,252.88,134.65,149.34,194.88,2.69,0.05
IR,2025-06-11,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,United States,https://www.irco.com,33888876544.0,37477093376.0,402159548.0,403463008.0,40.97,23.73,4.65,3.23,19.24,5.15,0.438,0.2674,0.19,0.113,0.08,0.05,7281699840.0,0.028,2.05,3.54,-0.08,-0.078,1631100032.0,4865999872.0,46.11,2.38,1.63,25.99,1108525056.0,1491500032.0,0.001,0.0008,0.0,0.0396,84.0,89.23,101.0,77.0,buy,2.06,1.44,106.03,65.61,77.9,89.51,3.02,0.04
IRM,2025-06-11,Iron Mountain Incorporated,Real Estate,REIT - Specialty,United States,https://www.ironmountain.com,30007449600.0,47415517184.0,292423906.0,295044000.0,248.06,51.89,4.79,-42.95,22.68,7.57,0.5605,0.3337,0.2012,0.0195,,0.04,6265574912.0,0.078,0.41,1.96,-0.8,-0.785,155338000.0,17479235584.0,,0.62,0.52,-2.37,-776869888.0,1263969024.0,0.031,0.031400000000000004,0.0487,6.9878,101.7,115.3,140.0,44.0,buy,1.9,1.11,130.24,72.33,92.0,104.57,5.63,0.04
ISRG,2025-06-11,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,United States,https://www.intuitive.com,187932901376.0,185408307200.0,356260577.0,358417984.0,76.21,66.71,21.6,10.99,62.51,21.28,0.6709,0.3404,0.2566,0.2841,0.16,0.09,8714900480.0,0.192,6.88,7.86,0.272,0.282,4511300096.0,0.0,,4.98,3.81,47.73,1659849984.0,2731200000.0,0.0,0.0,0.0,0.0,524.34,575.49,675.0,350.0,buy,2.0,1.68,616.0,413.82,522.89,526.33,2.76,0.01
IT,2025-06-11,"Gartner, Inc.",Technology,Information Technology Services,United States,https://www.gartner.com,32200833024.0,33307842560.0,74595586.0,76966896.0,25.99,31.72,5.09,21.62,25.36,5.26,0.6779,0.2075,0.1812,0.1982,1.13,0.09,6328614912.0,0.042,16.1,13.19,0.015,0.002,2093124992.0,2883974912.0,192.54,1.09,0.96,19.36,1007795904.0,1609597952.0,0.0,0.0,0.0,0.0,418.37,485.32,540.0,400.0,buy,2.45,1.23,584.01,366.05,422.23,483.54,3.44,0.03
ITW,2025-06-11,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,United States,https://www.itw.com,72910258176.0,80347996160.0,265970750.0,293366016.0,21.74,23.23,4.62,22.47,17.78,5.1,0.4371,0.2867,0.2506,0.2137,1.08,0.17,15763999744.0,-0.034,11.43,10.7,-0.128,-0.145,873000000.0,8263000064.0,254.87,1.6,1.06,11.06,2692375040.0,3284000000.0,0.0243,0.06,0.0221,0.5194,248.53,246.72,290.0,215.0,hold,3.15,1.12,279.13,214.66,240.97,255.0,5.31,0.02
IVZ,2025-06-11,Invesco Ltd.,Financial Services,Asset Management,United States,https://www.invesco.com,6731241984.0,11870608384.0,358121113.0,447556000.0,11.94,7.96,1.1,0.63,9.33,1.94,0.2877,0.2079,0.1813,0.1314,0.05,0.02,6120900096.0,0.037,1.26,1.89,0.219,0.147,821699968.0,964800000.0,6.11,0.66,0.66,23.88,10569037824.0,1159800064.0,0.0572,0.0084,0.046,0.656,15.04,15.15,17.5,14.0,hold,2.93,1.44,19.55,11.6,14.19,16.55,2.6,0.05
J,2025-06-11,Jacobs Solutions Inc.,Industrials,Engineering & Construction,United States,https://www.jacobs.com,15265218560.0,17881262080.0,118709506.0,120156000.0,42.07,19.1,1.31,3.96,13.64,1.53,0.2503,0.1122,0.067,0.0394,0.07,0.05,11686905856.0,0.022,3.02,6.65,-0.957,-0.965,1380508032.0,3115205120.0,66.36,1.5,1.44,32.1,1289841024.0,690160000.0,0.01,0.0128,0.0075,0.3927,127.04,144.0,165.0,123.0,buy,2.11,0.76,149.05,105.18,121.88,129.07,2.9,0.03
JBHT,2025-06-11,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,United States,https://www.jbhunt.com,14181852160.0,16277829632.0,78410348.0,99194600.0,25.3,19.91,1.18,3.67,10.35,1.35,0.1882,0.1304,0.0612,0.0465,0.14,0.06,12064594944.0,-0.008,5.65,7.18,-0.041,-0.077,43407000.0,1920166016.0,49.66,0.89,0.66,38.98,337648992.0,1420881024.0,0.0124,0.0176,0.0086,0.314,142.97,152.09,175.0,125.0,buy,2.04,1.3,200.4,122.79,137.62,163.4,2.74,0.04
JBL,2025-06-11,Jabil Inc.,Technology,Electronic Components,United States,https://www.jabil.com,19041392640.0,20786765824.0,103441198.0,107345000.0,39.86,17.72,0.69,14.31,10.47,0.76,0.0894,0.0724,0.0444,0.0176,0.24,0.05,27451000832.0,-0.006,4.45,10.01,-0.855,-0.874,1618000000.0,3292999936.0,242.49,1.02,0.52,12.4,1571374976.0,1696000000.0,0.0018,0.0032,0.0046,0.0721,177.38,172.76,206.0,154.0,buy,2.11,1.14,180.11,95.85,151.56,140.01,3.86,0.04
JCI,2025-06-11,Johnson Controls International plc,Industrials,Building Products & Equipment,Ireland,https://www.johnsoncontrols.com,68259213312.0,79346065408.0,655520403.0,658046976.0,31.53,24.76,2.94,4.32,19.29,3.41,0.3601,0.177,0.1131,0.1078,0.13,0.05,23247998976.0,0.014,3.29,4.19,,,799000000.0,11205000192.0,65.79,0.96,0.56,24.02,2593499904.0,3392999936.0,0.0143,0.0148,0.0212,0.4471,103.73,102.73,130.0,79.0,buy,2.0,1.34,104.01,64.31,88.77,81.91,1.86,0.02
JKHY,2025-06-11,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,United States,https://www.jackhenry.com,13133093888.0,13254772736.0,72296808.0,72816000.0,30.83,28.54,5.66,6.45,21.92,5.71,0.4206,0.2606,0.2371,0.185,0.22,0.12,2319827968.0,0.086,5.85,6.32,0.277,0.276,39870000.0,223444992.0,10.97,1.36,0.81,27.97,230522256.0,546190976.0,0.0129,0.0232,0.0115,0.3799,180.36,188.91,212.0,155.0,hold,2.68,0.73,196.0,157.0,177.12,176.29,3.71,0.04
JNJ,2025-06-11,Johnson & Johnson,Healthcare,Drug Manufacturers - General,United States,https://www.jnj.com,374721347584.0,389901156352.0,2402416048.0,2406070016.0,17.19,14.69,4.19,4.8,12.99,4.36,0.689,0.3361,0.2941,0.2442,0.29,0.08,89330999296.0,0.024,9.06,10.6,2.388,2.379,38781001728.0,52252000256.0,66.9,1.26,0.96,32.47,16797124608.0,24782999552.0,0.0335,0.052000000000000005,0.0277,0.5517,155.74,169.18,185.0,150.0,buy,2.25,0.41,169.99,140.68,154.12,156.44,2.3,0.01
JNPR,2025-06-11,"Juniper Networks, Inc.",Technology,Communication Equipment,United States,https://www.juniper.net,12044108800.0,12386328576.0,329788182.0,334383008.0,34.3,18.19,2.31,2.49,20.49,2.38,0.587,0.1161,0.0856,0.0678,0.08,0.03,5204899840.0,0.114,1.05,1.98,,,1558099968.0,1963500032.0,40.66,1.49,0.99,14.44,733287488.0,779600000.0,0.0246,0.0088,0.0278,0.8381,36.02,40.0,40.0,40.0,none,,0.77,39.79,33.42,35.67,37.06,3.06,0.03
JPM,2025-06-11,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,United States,https://www.jpmorganchase.com,745199042560.0,364087771136.0,2764643197.0,2779089920.0,13.07,16.02,4.42,2.25,,2.16,0.0,0.0,0.4334,0.3538,0.17,0.01,168713994240.0,0.048,20.52,16.74,0.142,0.091,1478705020928.0,1076282982400.0,,,,119.24,,-139692998656.0,0.021,0.055999999999999994,0.0263,0.2478,268.14,269.32,330.0,195.0,buy,2.12,1.08,280.25,190.88,249.35,240.94,3.34,0.01
K,2025-06-11,Kellanova,Consumer Defensive,Packaged Foods,United States,https://www.kellanova.com,28273795072.0,34285248512.0,342012539.0,346939008.0,20.68,67.91,2.24,7.22,14.45,2.71,0.3666,0.1879,0.1482,0.1092,0.38,0.08,12632000512.0,-0.037,3.94,1.2,0.115,0.139,336000000.0,6259999744.0,155.53,0.8,0.44,11.28,722124992.0,1512000000.0,0.0278,0.022799999999999997,0.035,0.5718,81.5,83.4,83.5,83.0,hold,3.0,0.3,83.22,55.96,82.33,81.52,3.06,0.04
KDP,2025-06-11,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,United States,https://www.keurigdrpepper.com,44270202880.0,62780968960.0,1209606970.0,1358189952.0,29.63,15.9,2.85,1.81,15.07,4.05,0.5525,0.2685,0.2212,0.0969,0.06,0.04,15518000128.0,0.048,1.1,2.05,0.156,0.139,653000000.0,18681999360.0,76.42,0.47,0.24,18.0,1535000064.0,2343000064.0,0.0279,0.0092,0.0223,0.8227,32.6,38.62,42.0,34.0,none,,0.5,38.28,30.12,34.01,33.91,1.56,0.02
KEY,2025-06-11,KeyCorp,Financial Services,Banks - Regional,United States,https://www.key.com,17908207616.0,32311658496.0,1090802464.0,1095939968.0,,10.47,4.01,1.1,,7.24,0.0,0.0,0.3129,0.0056,0.0,0.0,4464000000.0,0.158,-0.19,1.56,0.672,0.849,3624000000.0,15516999680.0,,,,14.84,,165000000.0,0.0504,0.008199999999999999,0.0498,1.0789,16.34,18.9,43.0,15.5,buy,2.12,1.07,20.04,12.73,15.27,16.8,2.01,0.03
KEYS,2025-06-11,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,United States,https://www.keysight.com,28117962752.0,27805730816.0,170893770.0,172108992.0,38.08,23.44,5.51,5.12,24.12,5.44,0.6247,0.2257,0.1669,0.1453,0.14,0.06,5107999744.0,0.074,4.29,6.97,1.069,1.04,3118000128.0,2764999936.0,50.48,3.39,2.46,31.88,975875008.0,1476000000.0,0.0,0.0,0.0,0.0,163.37,183.44,200.0,156.78,buy,1.77,1.1,186.2,119.72,149.83,158.31,2.09,0.02
KHC,2025-06-11,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,United States,https://www.kraftheinzcompany.com,31393396736.0,50431385600.0,851085125.0,1183539968.0,12.06,8.64,1.23,0.64,7.92,1.98,0.3458,0.2504,0.2055,0.1044,0.05,0.04,25433999360.0,-0.064,2.2,3.07,-0.106,-0.111,2787000064.0,21603000320.0,43.55,1.31,0.7,41.56,2305625088.0,4132999936.0,0.0604,0.016,0.0453,0.7306,26.52,31.57,55.6,25.0,hold,3.04,0.23,36.53,26.01,28.29,31.16,4.79,0.06
KIM,2025-06-11,Kimco Realty Corporation,Real Estate,REIT - Retail,United States,https://www.kimcorealty.com,14338332672.0,22546071552.0,660700111.0,676496000.0,27.53,30.28,6.92,1.36,17.94,10.89,0.687,0.6071,0.3357,0.2679,0.05,0.02,2069884032.0,0.065,0.77,0.7,,,131655000.0,8143657984.0,75.54,1.79,1.78,15.58,797736128.0,1053342976.0,0.0475,0.01,0.0437,1.2895,21.2,23.89,30.0,20.0,buy,2.39,1.28,25.83,17.93,20.68,22.51,3.89,0.04
KKR,2025-06-11,KKR & Co. Inc.,Financial Services,Asset Management,United States,https://www.kkr.com,117501665280.0,165604507648.0,682641393.0,890641984.0,54.51,20.92,5.78,4.53,,8.15,0.6053,0.0,0.1713,0.1087,0.07,0.01,20308705280.0,-0.576,2.33,6.07,,,40343830528.0,51460583424.0,74.63,0.88,0.82,28.06,,7672171008.0,0.006,0.0074,0.0097,0.3017,127.0,143.45,189.0,127.0,strong_buy,1.48,1.88,170.4,86.15,114.66,133.12,2.18,0.01
KLAC,2025-06-11,KLA Corporation,Technology,Semiconductor Equipment & Materials,United States,https://www.kla.com,115278446592.0,115337240576.0,131965045.0,132241000.0,30.75,26.56,9.99,28.79,22.9,9.99,0.6056,0.436,0.4245,0.3199,1.04,0.19,11550155776.0,0.298,28.35,32.82,0.842,0.809,4028622080.0,6089172992.0,152.05,2.54,1.61,30.28,2567814400.0,3809527040.0,0.0092,0.076,0.0111,0.2292,871.73,792.66,900.0,590.0,buy,2.11,1.39,896.32,551.33,717.49,711.46,3.13,0.03
KMB,2025-06-11,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,United States,https://www.kimberly-clark.com,44211167232.0,50988806144.0,330657997.0,331816000.0,18.1,17.46,2.24,40.16,13.21,2.58,0.3645,0.1955,0.1694,0.1248,2.07,0.12,19748999168.0,-0.06,7.36,7.63,-0.11,-0.124,563000000.0,7283999744.0,595.1,0.76,0.4,3.32,2051624960.0,3123000064.0,0.038,0.0504,0.0345,0.6703,133.24,142.4,162.0,118.0,hold,2.74,0.4,150.45,124.1,137.27,137.05,2.26,0.02
KMI,2025-06-11,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,United States,https://www.kindermorgan.com,61026148352.0,95275245568.0,1937132871.0,2222769920.0,23.87,21.79,3.94,1.99,14.49,6.15,0.5026,0.4242,0.27,0.1667,0.08,0.04,15498999808.0,0.104,1.15,1.26,-0.04,-0.039,86000000.0,33200001024.0,103.99,0.45,0.27,13.77,257875008.0,5608000000.0,0.0425,0.011699999999999999,0.0614,0.9914,27.46,30.49,38.0,24.0,buy,2.1,0.75,31.48,19.47,27.29,26.23,3.16,0.02
KMX,2025-06-11,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,https://www.carmax.com,10384494592.0,29636589568.0,151926911.0,152335008.0,20.85,18.08,0.37,1.67,27.35,1.05,0.1234,0.0384,0.0234,0.0177,0.08,0.02,28207319040.0,0.068,3.27,3.77,0.838,0.788,246960000.0,19426207744.0,311.17,2.31,0.2,40.72,354984000.0,624438976.0,0.0,0.0,0.0,0.0,68.17,84.13,118.0,55.0,buy,2.11,1.38,91.25,61.34,67.62,76.48,3.74,0.1
KO,2025-06-11,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,United States,https://www.coca-colacompany.com,309672411136.0,349149691904.0,3871343589.0,4304269824.0,28.66,24.22,6.6,11.82,22.69,7.45,0.6108,0.3282,0.3353,0.23,0.39,0.09,46890000384.0,-0.015,2.51,2.97,0.045,0.048,13786999808.0,49970999296.0,180.05,1.1,0.75,6.09,4730375168.0,1075000064.0,0.0284,0.0204,0.0298,0.7892,71.95,77.83,86.0,59.6,buy,1.62,0.46,74.38,60.62,71.49,68.09,2.15,0.01
KR,2025-06-11,The Kroger Co.,Consumer Defensive,Grocery Stores,United States,https://www.thekrogerco.com,43047395328.0,67785641984.0,740564880.0,665852992.0,17.66,14.12,0.29,5.24,8.55,0.46,0.235,0.0539,0.0199,0.0181,0.27,0.06,147122995200.0,-0.006,3.66,4.58,-0.882,-0.884,2308999936.0,21152999424.0,229.2,0.96,0.39,12.34,2096375040.0,5793999872.0,0.0195,0.0128,0.02,0.3324,64.65,70.69,82.0,57.0,buy,2.2,0.57,73.63,49.04,69.02,62.01,4.75,0.06
KVUE,2025-06-11,Kenvue Inc.,Consumer Defensive,Household & Personal Products,United States,https://www.kenvue.com,41364459520.0,49110462464.0,1916991675.0,1919910016.0,37.8,17.66,2.7,4.11,14.0,3.21,0.5824,0.2293,0.1671,0.069,0.1,0.07,15301999616.0,-0.039,0.57,1.22,0.122,0.088,1057000000.0,8851000320.0,88.04,0.86,0.5,5.24,1793374976.0,1910000000.0,0.0385,0.008199999999999999,0.0,1.4554,21.54,24.54,29.0,22.0,hold,2.65,0.92,25.17,17.67,23.13,22.63,1.73,0.02
L,2025-06-11,Loews Corporation,Financial Services,Insurance - Property & Casualty,United States,https://www.loews.com,18563426304.0,22557749248.0,171210924.0,209696992.0,14.56,30.53,1.04,1.08,8.18,1.27,0.363,0.1552,0.138,0.0747,0.08,0.02,17773000704.0,0.062,6.08,2.9,-0.151,-0.19,5715999744.0,8945999872.0,49.61,0.49,0.49,81.73,3020999936.0,3563000064.0,0.0028,0.0025,0.0043,0.041,88.52,,,,none,,0.71,92.42,73.15,87.42,84.19,2.49,0.01
LDOS,2025-06-11,"Leidos Holdings, Inc.",Technology,Information Technology Services,United States,https://www.leidos.com,18613409792.0,23676180480.0,127394355.0,128719000.0,14.65,13.84,1.1,4.37,10.66,1.4,0.1723,0.1311,0.1242,0.0787,0.31,0.09,16931999744.0,0.068,9.87,10.45,0.338,0.278,845000000.0,5736000000.0,133.33,1.54,1.27,33.07,921625024.0,1336999936.0,0.0109,0.016,0.0134,0.1573,144.6,172.29,200.0,151.0,buy,2.06,0.65,202.9,123.62,146.74,152.21,2.4,0.03
LEN,2025-06-11,Lennar Corporation,Consumer Cyclical,Residential Construction,United States,https://www.lennar.com,29719232512.0,26468415488.0,237488623.0,232184000.0,8.04,7.01,0.83,1.31,5.31,0.74,0.2185,0.1394,0.0987,0.1044,0.15,0.08,35760066560.0,0.044,14.09,16.14,-0.238,-0.278,7489198080.0,3864478976.0,16.9,8.67,3.16,86.16,9169408000.0,1746470016.0,0.0181,0.02,0.0121,0.146,113.22,132.69,168.34,110.0,hold,2.52,1.35,187.61,98.42,108.27,139.88,3.89,0.05
LH,2025-06-11,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,United States,https://www.labcorp.com,21819752448.0,27938768896.0,83246346.0,83700000.0,29.66,16.27,1.66,2.63,16.27,2.12,0.2789,0.1303,0.0994,0.0555,0.09,0.04,13177400320.0,0.053,8.79,16.02,-0.063,-0.067,369400000.0,6584600064.0,79.13,1.84,1.28,99.13,967924992.0,1634099968.0,0.0113,0.0288,0.0,0.3322,260.69,274.62,300.0,248.0,none,,0.79,262.12,192.38,238.76,235.16,4.15,0.05
LHX,2025-06-11,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,United States,https://www.l3harris.com,45753163776.0,57496420352.0,186121206.0,186946000.0,29.07,17.01,2.15,2.4,14.49,2.71,0.2601,0.1867,0.1333,0.0755,0.09,0.04,21245999104.0,-0.015,8.42,14.39,0.378,0.364,517000000.0,12252000256.0,64.05,1.02,0.79,101.98,3564999936.0,2620999936.0,0.0196,0.048,0.0201,0.5552,244.74,261.12,324.0,212.0,buy,1.72,0.75,265.74,193.09,224.26,225.9,2.85,0.03
LII,2025-06-11,Lennox International Inc.,Industrials,Building Products & Equipment,United States,https://www.lennox.com,19716419584.0,20971270144.0,32007670.0,35484800.0,24.77,23.79,3.67,23.13,18.74,3.91,0.328,0.2085,0.1442,0.1496,1.31,0.2,5366799872.0,0.024,22.43,23.36,-0.029,-0.032,222900000.0,1489799936.0,174.76,1.43,0.68,24.02,589800000.0,932700032.0,0.0094,0.052000000000000005,0.0116,0.1537,555.63,559.17,700.0,400.0,hold,3.05,1.14,682.5,500.1,560.21,598.26,5.25,0.07
LIN,2025-06-11,Linde plc,Basic Materials,Specialty Chemicals,United Kingdom,https://www.linde.com,221367369728.0,244162674688.0,469475009.0,470724000.0,33.86,27.74,6.7,5.83,19.04,7.4,0.4826,0.3884,0.2829,0.2002,0.17,0.07,33016999936.0,0.001,13.89,16.95,0.048,0.028,5294000128.0,23896999936.0,60.56,0.94,0.73,80.7,3411000064.0,9630000128.0,0.0127,0.06,0.0135,0.4115,470.27,491.69,540.0,381.0,buy,2.07,0.98,487.49,408.65,454.75,455.83,2.58,0.01
LKQ,2025-06-11,LKQ Corporation,Consumer Cyclical,Auto Parts,United States,https://www.lkqcorp.com,10263963648.0,15897951232.0,256178008.0,258148000.0,14.62,10.98,0.73,1.66,9.22,1.13,0.3927,0.1221,0.086,0.0497,0.11,0.05,14115000320.0,-0.065,2.72,3.62,0.102,0.07,227000000.0,5846000128.0,94.46,1.52,0.46,23.9,510249984.0,865000000.0,0.0305,0.012,0.0,0.4461,39.76,52.53,60.0,48.0,none,,0.98,46.64,35.56,40.53,39.54,4.19,0.04
LLY,2025-06-11,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,https://www.lilly.com,732328165376.0,760107761664.0,895500289.0,897736000.0,63.58,36.0,14.94,49.04,34.54,15.51,0.817,0.449,0.4249,0.2267,0.77,0.16,49003200512.0,0.452,12.83,22.66,0.234,0.23,3221799936.0,38604300288.0,243.61,1.37,0.57,16.64,-1821975040.0,9317499904.0,0.0078,0.06,0.0111,0.4394,815.75,951.98,1190.0,650.0,buy,1.76,0.39,972.53,677.09,774.53,828.99,1.58,0.01
